taxonID	genus	specificEpithet	infraspecificEpithet	taxonomicStatus	acceptedNameUsageID
wfo-0000662040	Echinopsis	cristata	purpurea	Synonym	wfo-0001431573
wfo-0000662041	Echinopsis	cuzcoensis		Synonym	wfo-0001287462
wfo-0000662042	Echinopsis	cylindracea		Synonym	wfo-0000661969
wfo-0000662043	Echinopsis	decaisniana		Synonym	wfo-0000662236
wfo-0000662044	Echinopsis	deminuta		Synonym	wfo-0000557641
wfo-0000662045	Echinopsis	densispina		Accepted	
wfo-0000662046	Echinopsis	densispina	albiflora	Synonym	wfo-0000662045
wfo-0000662047	Echinopsis	densispina	albolanata	Synonym	wfo-0000662045
wfo-0000662048	Echinopsis	densispina	amblayensis	Synonym	wfo-0000662129
wfo-0000662049	Echinopsis	densispina	aurantiaca	Synonym	wfo-0001433962
wfo-0000662050	Echinopsis	densispina	blossfeldii	Synonym	wfo-0000662045
wfo-0000662052	Echinopsis	densispina	chlorogona	Synonym	wfo-0000662045
wfo-0000662053	Echinopsis	densispina	cinnabarina	Synonym	wfo-0001433962
wfo-0000662054	Echinopsis	densispina	citriflora	Synonym	wfo-0001433962
wfo-0000662055	Echinopsis	densispina	citriniflora	Synonym	wfo-0000662045
wfo-0000662056	Echinopsis	densispina	cupreoviridis	Synonym	wfo-0000662045
wfo-0000662057	Echinopsis	densispina	eburnea	Synonym	wfo-0001433962
wfo-0000662058	Echinopsis	densispina	haematantha	Synonym	wfo-0000662045
wfo-0000662059	Echinopsis	densispina	kraussiana	Synonym	wfo-0000662045
wfo-0000662060	Echinopsis	densispina	kreuzingeri	Synonym	wfo-0000662045
wfo-0000662061	Echinopsis	densispina	leucomalla	Synonym	wfo-0001434757
wfo-0000662063	Echinopsis	densispina	pectinifera	Synonym	wfo-0000662045
wfo-0000662064	Echinopsis	densispina	pectinifera	Synonym	wfo-0000662045
wfo-0000662065	Echinopsis	densispina	purpureostoma	Synonym	wfo-0000662045
wfo-0000662066	Echinopsis	densispina	rebutioides	Synonym	wfo-0000662045
wfo-0000662067	Echinopsis	densispina	rubroviridis	Synonym	wfo-0000662045
wfo-0000662068	Echinopsis	densispina	sanguinea	Synonym	wfo-0000662045
wfo-0000662069	Echinopsis	densispina	setosa	Synonym	wfo-0000662045
wfo-0000662070	Echinopsis	densispina	subcarnea	Synonym	wfo-0001433962
wfo-0000662071	Echinopsis	densispina	sublimiflora	Synonym	wfo-0000662045
wfo-0000662072	Echinopsis	densispina	sufflava	Synonym	wfo-0001433962
wfo-0000662073	Echinopsis	densispina	versicolor	Unchecked	
wfo-0000662074	Echinopsis	densispina	wessneriana	Synonym	wfo-0000662045
wfo-0000662075	Echinopsis	derenbergii		Synonym	wfo-0000662236
wfo-0000662076	Echinopsis	derenbergii	blossfeldii	Synonym	wfo-0000662236
wfo-0000662077	Echinopsis	deserticola		Synonym	wfo-0001431285
wfo-0000662078	Echinopsis	deserticola	fulvilana	Synonym	wfo-0001431285
wfo-0000662079	Echinopsis	dobeana		Synonym	wfo-0001430780
wfo-0000662080	Echinopsis	droegeana		Accepted	
wfo-0000662081	Echinopsis	ducis-pauli		Synonym	wfo-0000641586
wfo-0000662082	Echinopsis	duvallii		Accepted	
wfo-0000662085	Echinopsis	elongata		Synonym	wfo-0000662129
wfo-0000662086	Echinopsis	escayachensis		Synonym	wfo-0001431292
wfo-0000662087	Echinopsis	eyriesii		Synonym	wfo-0000662236
wfo-0000662088	Echinopsis	eyriesii	grandiflora	Synonym	wfo-0000662236
wfo-0000662089	Echinopsis	eyriesii	pudantii	Synonym	wfo-0000662236
wfo-0000662090	Echinopsis	eyriesii	schelhasii	Synonym	wfo-0000662236
wfo-0000662091	Echinopsis	fabrisii		Synonym	wfo-0001434126
wfo-0000662092	Echinopsis	fallax		Synonym	wfo-0000661969
wfo-0000662093	Echinopsis	fallax	albiflora	Synonym	wfo-0001430778
wfo-0000662094	Echinopsis	fallax	callochrysea	Synonym	wfo-0001434678
wfo-0000662096	Echinopsis	fallax	catamarcensis	Synonym	wfo-0000661962
wfo-0000662097	Echinopsis	fallax	cylindrica	Synonym	wfo-0000661962
wfo-0000662098	Echinopsis	fallax	depressicostata	Synonym	wfo-0000661962
wfo-0000662099	Echinopsis	fallax	shaferi	Synonym	wfo-0000661973
wfo-0000662100	Echinopsis	fallax	tortuosa	Synonym	wfo-0000661962
wfo-0000662101	Echinopsis	famatinensis		Synonym	wfo-0001433962
wfo-0000662102	Echinopsis	ferox		Synonym	wfo-0001245599
wfo-0000662103	Echinopsis	ferox	potosina	Synonym	wfo-0001245599
wfo-0000662104	Echinopsis	ferox	potosina	Synonym	wfo-0001245599
wfo-0000662105	Echinopsis	fiebrigii		Synonym	wfo-0001431573
wfo-0000662107	Echinopsis	forbesii		Synonym	wfo-0001430009
wfo-0000662108	Echinopsis	formosa		Synonym	wfo-0000438996
wfo-0000662109	Echinopsis	formosa	bruchii	Synonym	wfo-0001038983
wfo-0000662110	Echinopsis	formosa	randallii	Synonym	wfo-0001434945
wfo-0000662111	Echinopsis	formosissima		Synonym	wfo-0001434859
wfo-0000662112	Echinopsis	fraciliflora		Unchecked	
wfo-0000662113	Echinopsis	fricii		Synonym	wfo-0001289760
wfo-0000662115	Echinopsis	friedrichii		Synonym	wfo-0001434136
wfo-0000662116	Echinopsis	fulvilana		Synonym	wfo-0001431285
wfo-0000662117	Echinopsis	gemmata		Synonym	wfo-0000744177
wfo-0000662118	Echinopsis	gemmata	decaisneana	Synonym	wfo-0000662236
wfo-0000662119	Echinopsis	gemmata	schelhasii	Synonym	wfo-0000662236
wfo-0000662120	Echinopsis	gibbosa		Synonym	wfo-0000712464
wfo-0000662121	Echinopsis	gigantea		Unchecked	
wfo-0000662122	Echinopsis	gladispina		Synonym	wfo-0001430008
wfo-0000662123	Echinopsis	glauca		Synonym	wfo-0001287607
wfo-0000662124	Echinopsis	glauca	pendens	Synonym	wfo-0001287607
wfo-0000662125	Echinopsis	glaucina		Synonym	wfo-0000513063
wfo-0000662126	Echinopsis	grandiflora		Synonym	wfo-0000662000
wfo-0000662127	Echinopsis	grandis		Synonym	wfo-0001038983
wfo-0000662128	Echinopsis	haageanus		Synonym	wfo-0000555101
wfo-0000662129	Echinopsis	haematantha		Accepted	
wfo-0000662130	Echinopsis	haematantha	chorrillosensis	Synonym	wfo-0000662129
wfo-0000662131	Echinopsis	haematantha	elongata	Synonym	wfo-0000662129
wfo-0000662132	Echinopsis	haematantha	hualfinensis	Synonym	wfo-0000662129
wfo-0000662133	Echinopsis	haematantha	jasimanensis	Synonym	wfo-0000662129
wfo-0000662134	Echinopsis	haematantha	kuehnrichii	Synonym	wfo-0000662129
wfo-0000662136	Echinopsis	hahniana		Synonym	wfo-0001434130
wfo-0000662137	Echinopsis	hamatacantha		Synonym	wfo-0001431307
wfo-0000662138	Echinopsis	hamatispina		Unchecked	
wfo-0000662139	Echinopsis	hammerschmidii		Accepted	
wfo-0000662140	Echinopsis	hardeniana		Synonym	wfo-0001287710
wfo-0000662141	Echinopsis	hempeliana		Synonym	wfo-0001288015
wfo-0000662142	Echinopsis	herbasii		Synonym	wfo-0001431549
wfo-0000662143	Echinopsis	hertrichiana		Synonym	wfo-0001287708
wfo-0000662144	Echinopsis	herzogiana		Synonym	wfo-0001434692
wfo-0000662146	Echinopsis	hossei		Accepted	
wfo-0000662147	Echinopsis	hualfinensis		Synonym	wfo-0000662129
wfo-0000662148	Echinopsis	huascha		Synonym	wfo-0001434132
wfo-0000662149	Echinopsis	huascha	auricolor	Synonym	wfo-0001434132
wfo-0000662150	Echinopsis	huascha	robusta	Synonym	wfo-0001434690
wfo-0000662151	Echinopsis	huascha	rubriflora	Synonym	wfo-0001434132
wfo-0000662152	Echinopsis	huotii		Accepted	
wfo-0000662153	Echinopsis	hyalacantha		Synonym	wfo-0001434132
wfo-0000662155	Echinopsis	hystrichoides		Synonym	wfo-0001431549
wfo-0000662156	Echinopsis	ibicuatensis		Accepted	
wfo-0000662157	Echinopsis	imperialis		Synonym	wfo-0000406838
wfo-0000662158	Echinopsis	ingens		Synonym	wfo-0001038983
wfo-0000662159	Echinopsis	intricatissima		Synonym	wfo-0001430008
wfo-0000662160	Echinopsis	kermesina		Synonym	wfo-0001431549
wfo-0000662161	Echinopsis	kladiwaiana		Synonym	wfo-0001431338
wfo-0000662162	Echinopsis	klimpeliana		Synonym	wfo-0000513066
wfo-0000662163	Echinopsis	klingleriana		Synonym	wfo-0001434675
wfo-0000662164	Echinopsis	knuthiana		Synonym	wfo-0001287462
wfo-0000662166	Echinopsis	korethroides		Synonym	wfo-0001434688
wfo-0000662167	Echinopsis	kratochviliana		Synonym	wfo-0001431307
wfo-0000662168	Echinopsis	kuehnrichii		Synonym	wfo-0000662129
wfo-0000662169	Echinopsis	lagemannii		Accepted	
wfo-0000662170	Echinopsis	lageniformis		Synonym	wfo-0001288690
wfo-0000662171	Echinopsis	lamprochlora		Synonym	wfo-0001434123
wfo-0000662172	Echinopsis	lateritia		Synonym	wfo-0001245607
wfo-0000662173	Echinopsis	lecoriensis		Synonym	wfo-0001245599
wfo-0000662174	Echinopsis	leucantha		Synonym	wfo-0001430008
wfo-0000662175	Echinopsis	leucantha	brasiliensis	Synonym	wfo-0001430008
wfo-0000662177	Echinopsis	leucantha	volliana	Synonym	wfo-0001430008
wfo-0000662178	Echinopsis	leucomalla		Synonym	wfo-0001434757
wfo-0000662179	Echinopsis	leucorhodantha		Synonym	wfo-0001431307
wfo-0000662180	Echinopsis	litoralis		Synonym	wfo-0001431286
wfo-0000662181	Echinopsis	lobivioides		Synonym	wfo-0001431307
wfo-0000662182	Echinopsis	longispina		Synonym	wfo-0001245599
wfo-0000662183	Echinopsis	macrodiscus		Unchecked	
wfo-0000662184	Echinopsis	macrogona		Synonym	wfo-0001289169
wfo-0000662185	Echinopsis	mamillosa		Synonym	wfo-0001431549
wfo-0000662186	Echinopsis	mamillosa	flexilis	Synonym	wfo-0001431549
wfo-0000662189	Echinopsis	mamillosa	kermesina	Synonym	wfo-0001431549
wfo-0000662190	Echinopsis	mamillosa	silvatica	Synonym	wfo-0001431549
wfo-0000662191	Echinopsis	manguinii		Synonym	wfo-0001434136
wfo-0000662192	Echinopsis	marsoneri		Accepted	
wfo-0000662193	Echinopsis	mataranensis		Synonym	wfo-0001431573
wfo-0000662194	Echinopsis	maximiliana		Synonym	wfo-0001283941
wfo-0000662195	Echinopsis	maximiliana	caespitosa	Synonym	wfo-0001431556
wfo-0000662196	Echinopsis	melanacantha		Synonym	wfo-0000662236
wfo-0000662197	Echinopsis	melanopotamica		Synonym	wfo-0001430008
wfo-0000662199	Echinopsis	meyeri		Synonym	wfo-0001430010
wfo-0000662200	Echinopsis	mieckleyi		Accepted	
wfo-0000662201	Echinopsis	mihanovichii		Unchecked	
wfo-0000662202	Echinopsis	minuana		Synonym	wfo-0001430010
wfo-0000662203	Echinopsis	minuscula		Synonym	wfo-0000399849
wfo-0000662204	Echinopsis	mirabilis		Synonym	wfo-0000439000
wfo-0000662205	Echinopsis	misleyi		Synonym	wfo-0001431573
wfo-0000662206	Echinopsis	mistiensis		Synonym	wfo-0001287449
wfo-0000662207	Echinopsis	molesta		Synonym	wfo-0001430008
wfo-0000662208	Echinopsis	muelleri		Accepted	
wfo-0000662210	Echinopsis	multiplex		Synonym	wfo-0000662236
wfo-0000662211	Echinopsis	multiplex	monstrosa	Synonym	wfo-0000662236
wfo-0000662212	Echinopsis	narvaecensis		Synonym	wfo-0001434139
wfo-0000662213	Echinopsis	nealeana		Synonym	wfo-0001430441
wfo-0000662214	Echinopsis	nigerrima		Accepted	
wfo-0000662215	Echinopsis	nigra		Synonym	wfo-0001245599
wfo-0000662216	Echinopsis	nigricans		Synonym	wfo-0001430912
wfo-0000662217	Echinopsis	nigripilis		Synonym	wfo-0001431287
wfo-0000662218	Echinopsis	nigrispina		Synonym	wfo-0000662236
wfo-0000662219	Echinopsis	nodosa		Synonym	wfo-0001256544
wfo-0000662221	Echinopsis	obrepanda		Synonym	wfo-0001431573
wfo-0000662222	Echinopsis	obrepanda	aguilari	Synonym	wfo-0001260616
wfo-0000662223	Echinopsis	obrepanda	calorubra	Synonym	wfo-0001260616
wfo-0000662224	Echinopsis	obrepanda	calorubra	Synonym	wfo-0001260616
wfo-0000662225	Echinopsis	obrepanda	fiebrigii	Synonym	wfo-0001431573
wfo-0000662226	Echinopsis	obrepanda	mizquensis	Synonym	wfo-0001431573
wfo-0000662227	Echinopsis	obrepanda	tapecuana	Synonym	wfo-0001431307
wfo-0000662228	Echinopsis	octacantha		Synonym	wfo-0001286411
wfo-0000662229	Echinopsis	oligotricha		Synonym	wfo-0001260459
wfo-0000662230	Echinopsis	omasensis		Synonym	wfo-0000507249
wfo-0000662232	Echinopsis	oreopogon		Synonym	wfo-0000438996
wfo-0000662233	Echinopsis	orozasana		Synonym	wfo-0001431549
wfo-0000662234	Echinopsis	orurensis		Synonym	wfo-0001434139
wfo-0000662235	Echinopsis	orurensis	albiflora	Synonym	wfo-0001245599
wfo-0000662236	Echinopsis	oxygona		Accepted	
wfo-0000662237	Echinopsis	oxygona	brevispina	Synonym	wfo-0000662236
wfo-0000662238	Echinopsis	oxygona	grandiflora	Synonym	wfo-0000662236
wfo-0000662239	Echinopsis	pachanoi		Synonym	wfo-0001434469
wfo-0000662240	Echinopsis	pampana		Synonym	wfo-0001287449
wfo-0000662241	Echinopsis	pamparuizii		Synonym	wfo-0001431576
wfo-0000662243	Echinopsis	paraguayensis		Synonym	wfo-0000662236
wfo-0000662244	Echinopsis	pasacana		Synonym	wfo-0001434859
wfo-0000662245	Echinopsis	pecheretiana		Synonym	wfo-0001434946
wfo-0000662246	Echinopsis	pectinata		Synonym	wfo-0000661397
wfo-0000662247	Echinopsis	pectinata	reichenbachii	Synonym	wfo-0000661465
wfo-0000662248	Echinopsis	peitscherana		Synonym	wfo-0000513070
wfo-0000662249	Echinopsis	pelecyrhachis		Synonym	wfo-0001431307
wfo-0000662250	Echinopsis	pelecyrhachis	lobivioides	Synonym	wfo-0001431307
wfo-0000662251	Echinopsis	pentlandii		Synonym	wfo-0001287710
wfo-0000662252	Echinopsis	pentlandii	albiflora	Synonym	wfo-0001287710
wfo-0000662254	Echinopsis	pentlandii	forbesii	Synonym	wfo-0001430009
wfo-0000662255	Echinopsis	pentlandii	hardeniana	Synonym	wfo-0001287710
wfo-0000662256	Echinopsis	pentlandii	larae	Synonym	wfo-0001287710
wfo-0000662257	Echinopsis	pentlandii	longispina	Synonym	wfo-0001287710
wfo-0000662258	Echinopsis	pentlandii	maximiliana	Synonym	wfo-0001287710
wfo-0000662259	Echinopsis	pentlandii	ochroleuca	Synonym	wfo-0001287710
wfo-0000662260	Echinopsis	pentlandii	tuberculata	Synonym	wfo-0001287710
wfo-0000662261	Echinopsis	pentlandii	vitellina	Synonym	wfo-0001287710
wfo-0000662262	Echinopsis	pereziensis		Synonym	wfo-0000662152
wfo-0000662263	Echinopsis	peruviana		Synonym	wfo-0001289169
wfo-0000662265	Echinopsis	picta		Accepted	
wfo-0000662266	Echinopsis	poco		Synonym	wfo-0001434139
wfo-0000662267	Echinopsis	poco	albiflora	Synonym	wfo-0001434139
wfo-0000662268	Echinopsis	poco	friciana	Synonym	wfo-0001434139
wfo-0000662269	Echinopsis	pojoensis		Synonym	wfo-0001434680
wfo-0000662270	Echinopsis	polyancistra		Synonym	wfo-0001431307
wfo-0000662271	Echinopsis	poselgeri		Accepted	
wfo-0000662272	Echinopsis	potosina		Synonym	wfo-0001245599
wfo-0000662273	Echinopsis	pseudocachensis		Synonym	wfo-0001430441
wfo-0000662275	Echinopsis	pseudocandicans		Synonym	wfo-0001434123
wfo-0000662276	Echinopsis	pseudomamillosa		Synonym	wfo-0001431573
wfo-0000662277	Echinopsis	pseudominuscula		Synonym	wfo-0000557641
wfo-0000662278	Echinopsis	pudantii		Synonym	wfo-0000662236
wfo-0000662279	Echinopsis	pugionacantha		Synonym	wfo-0001245613
wfo-0000662280	Echinopsis	pugionacantha	haemantha	Synonym	wfo-0001431608
wfo-0000662281	Echinopsis	pulchella		Synonym	wfo-0000661446
wfo-0000662282	Echinopsis	puquiensis		Synonym	wfo-0001287462
wfo-0000662283	Echinopsis	purpureopilosa		Synonym	wfo-0001434123
wfo-0000662285	Echinopsis	pygmaea		Synonym	wfo-0001430169
wfo-0000662286	Echinopsis	quadratiumbonata		Synonym	wfo-0001434135
wfo-0000662287	Echinopsis	quehlii		Accepted	
wfo-0000662288	Echinopsis	quinesensis		Synonym	wfo-0000661962
wfo-0000662289	Echinopsis	randallii		Synonym	wfo-0001434945
wfo-0000662290	Echinopsis	rauschii		Synonym	wfo-0001431573
wfo-0000662291	Echinopsis	rebutioides		Synonym	wfo-0000662045
wfo-0000662292	Echinopsis	reichenbachiana		Synonym	wfo-0000661465
wfo-0000662295	Echinopsis	rhodacantha		Synonym	wfo-0000641586
wfo-0000662296	Echinopsis	rhodotricha		Synonym	wfo-0001430009
wfo-0000662297	Echinopsis	rhodotricha	argentinensis	Synonym	wfo-0001430009
wfo-0000662298	Echinopsis	rhodotricha	brevispina	Synonym	wfo-0001430009
wfo-0000662299	Echinopsis	rhodotricha	chacoana	Synonym	wfo-0001434675
wfo-0000662300	Echinopsis	rhodotricha	chacoana	Synonym	wfo-0001434675
wfo-0000662301	Echinopsis	rhodotricha	robusta	Synonym	wfo-0001430009
wfo-0000662302	Echinopsis	rhodotricha	roseiflora	Synonym	wfo-0001430009
wfo-0000662303	Echinopsis	rhodotricha	spinosior	Synonym	wfo-0001430009
wfo-0000662304	Echinopsis	ritteri		Synonym	wfo-0001431549
wfo-0000662306	Echinopsis	riviere-de-caraltii		Synonym	wfo-0001431573
wfo-0000662307	Echinopsis	rivierei		Synonym	wfo-0001431281
wfo-0000662308	Echinopsis	robinsoniana		Synonym	wfo-0001430009
wfo-0000662309	Echinopsis	rohlandii		Accepted	
wfo-0000662310	Echinopsis	rojasii		Synonym	wfo-0001431573
wfo-0000662311	Echinopsis	rojasii	albiflora	Synonym	wfo-0001431573
wfo-0000662312	Echinopsis	roseolilacina		Synonym	wfo-0001431573
wfo-0000662313	Echinopsis	rossii		Synonym	wfo-0001431609
wfo-0000662314	Echinopsis	rowleyi		Synonym	wfo-0001434129
wfo-0000662315	Echinopsis	rubescens		Synonym	wfo-0000662192
wfo-0000662317	Echinopsis	rubinghiana		Synonym	wfo-0001434141
wfo-0000662318	Echinopsis	salmiana		Unchecked	
wfo-0000662319	Echinopsis	salmiana	bridgesii	Synonym	wfo-0001431338
wfo-0000662320	Echinopsis	salpigophara		Unchecked	
wfo-0000662321	Echinopsis	saltensis		Synonym	wfo-0001430441
wfo-0000662322	Echinopsis	saltensis	nealeana	Synonym	wfo-0001430441
wfo-0000662323	Echinopsis	saltensis	pseudocachensis	Synonym	wfo-0001430441
wfo-0000662324	Echinopsis	saltensis	schreiteri	Synonym	wfo-0001430442
wfo-0000662325	Echinopsis	sanguiniflora		Synonym	wfo-0001430813
wfo-0000662326	Echinopsis	santaensis		Synonym	wfo-0001434469
wfo-0000662328	Echinopsis	santiaguensis		Synonym	wfo-0001434137
wfo-0000662329	Echinopsis	scheerii		Synonym	wfo-0001287710
wfo-0000662330	Echinopsis	schelhasii		Synonym	wfo-0000662236
wfo-0000662331	Echinopsis	schickendantzii		Synonym	wfo-0001434136
wfo-0000662332	Echinopsis	schieliana		Synonym	wfo-0001289198
wfo-0000662333	Echinopsis	schoenii		Synonym	wfo-0001434469
wfo-0000662334	Echinopsis	schreiteri		Synonym	wfo-0001430442
wfo-0000662335	Echinopsis	schwantesii		Synonym	wfo-0000662236
wfo-0000662336	Echinopsis	scopa		Synonym	wfo-0001256073
wfo-0000662337	Echinopsis	scoparia		Synonym	wfo-0000662045
wfo-0000662339	Echinopsis	scopulicola		Synonym	wfo-0001288690
wfo-0000662340	Echinopsis	setosa		Synonym	wfo-0000660953
wfo-0000662341	Echinopsis	shaferi		Synonym	wfo-0001430008
wfo-0000662342	Echinopsis	silvatica		Synonym	wfo-0001431549
wfo-0000662343	Echinopsis	silvestrii		Accepted	
wfo-0000662344	Echinopsis	simplex		Synonym	wfo-0001430008
wfo-0000662345	Echinopsis	skottsbergii		Synonym	wfo-0001431289
wfo-0000662346	Echinopsis	skottsbergii	breviata	Synonym	wfo-0001431289
wfo-0000662347	Echinopsis	smrziana		Synonym	wfo-0000439001
wfo-0000662348	Echinopsis	spachiana		Synonym	wfo-0001434137
wfo-0000662350	Echinopsis	spegazziniana		Synonym	wfo-0001430008
wfo-0000662351	Echinopsis	spegazzinii		Synonym	wfo-0001430009
wfo-0000662352	Echinopsis	sphacelata		Unchecked	
wfo-0000662353	Echinopsis	spinibarbis		Synonym	wfo-0000597694
wfo-0000662354	Echinopsis	spiniflora		Synonym	wfo-0000513070
wfo-0000662355	Echinopsis	stilowiana		Synonym	wfo-0001430443
wfo-0000662356	Echinopsis	stollenwerkiana		Synonym	wfo-0001245613
wfo-0000662357	Echinopsis	strigosa		Synonym	wfo-0001434138
wfo-0000662358	Echinopsis	subdenudata		Synonym	wfo-0001431670
wfo-0000662359	Echinopsis	sucrensis		Synonym	wfo-0000662152
wfo-0000662361	Echinopsis	tacaquirensis		Synonym	wfo-0001264606
wfo-0000662362	Echinopsis	tacaquirensis	taquimbalensis	Synonym	wfo-0001434479
wfo-0000662363	Echinopsis	tacuarembense		Accepted	
wfo-0000662364	Echinopsis	tapecuana		Synonym	wfo-0001431307
wfo-0000662365	Echinopsis	taquimbalensis		Synonym	wfo-0001434479
wfo-0000662366	Echinopsis	taquimbalensis	wilkeae	Synonym	wfo-0001264606
wfo-0000662367	Echinopsis	taratensis		Synonym	wfo-0001434143
wfo-0000662368	Echinopsis	tarijensis		Synonym	wfo-0001434139
wfo-0000662369	Echinopsis	tarijensis	herzogiana	Synonym	wfo-0001434692
wfo-0000662371	Echinopsis	tarijensis	totorensis	Synonym	wfo-0001434692
wfo-0000662372	Echinopsis	tarmaensis		Synonym	wfo-0001287462
wfo-0000662373	Echinopsis	tegeleriana		Synonym	wfo-0001287788
wfo-0000662374	Echinopsis	tephracantha		Unchecked	
wfo-0000662375	Echinopsis	terscheckii		Synonym	wfo-0001431290
wfo-0000662376	Echinopsis	terscheckii	montana	Synonym	wfo-0001431290
wfo-0000662377	Echinopsis	tettavii		Synonym	wfo-0000662236
wfo-0000662378	Echinopsis	thelegona		Synonym	wfo-0001434140
wfo-0000662379	Echinopsis	thelegonoides		Synonym	wfo-0001434141
wfo-0000662380	Echinopsis	thionantha		Synonym	wfo-0000513071
wfo-0000662382	Echinopsis	thionantha	glauca	Synonym	wfo-0000513063
wfo-0000662383	Echinopsis	tiegeliana		Synonym	wfo-0001289760
wfo-0000662384	Echinopsis	toralapana		Synonym	wfo-0001431573
wfo-0000662385	Echinopsis	torrecillasensis		Synonym	wfo-0001246781
wfo-0000662386	Echinopsis	tougardii		Accepted	
wfo-0000662387	Echinopsis	trichosa		Synonym	wfo-0001289169
wfo-0000662388	Echinopsis	tricolor		Synonym	wfo-0001283941
wfo-0000662389	Echinopsis	tuberculata		Synonym	wfo-0001287710
wfo-0000662390	Echinopsis	tubiflora		Accepted	
wfo-0000662392	Echinopsis	tubiflora	paraguayensis	Synonym	wfo-0000662236
wfo-0000662393	Echinopsis	tucumanensis		Unchecked	
wfo-0000662394	Echinopsis	tulhuayacensis		Synonym	wfo-0001287462
wfo-0000662395	Echinopsis	tunariensis		Synonym	wfo-0001431291
wfo-0000662396	Echinopsis	turbinata		Synonym	wfo-0000662236
wfo-0000662397	Echinopsis	uebelmanniana		Synonym	wfo-0001434689
wfo-0000662398	Echinopsis	undulata		Accepted	
wfo-0000662399	Echinopsis	uyupampensis		Synonym	wfo-0001287607
wfo-0000662400	Echinopsis	valida		Unchecked	
wfo-0000662401	Echinopsis	valida	densa	Synonym	wfo-0001430689
wfo-0000662404	Echinopsis	valida	forbesii	Synonym	wfo-0001430009
wfo-0000662405	Echinopsis	vallegrandensis		Synonym	wfo-0001434680
wfo-0000662406	Echinopsis	vasquezii		Synonym	wfo-0001434142
wfo-0000662407	Echinopsis	vatteri		Synonym	wfo-0001434946
wfo-0000662408	Echinopsis	violacea		Synonym	wfo-0000513070
wfo-0000662409	Echinopsis	volliana		Synonym	wfo-0001434143
wfo-0000662410	Echinopsis	volliana	rubrispina	Synonym	wfo-0001434143
wfo-0000662411	Echinopsis	walteri		Synonym	wfo-0001434144
wfo-0000662412	Echinopsis	werdermanniana		Synonym	wfo-0001431292
wfo-0000662413	Echinopsis	werdermannii		Synonym	wfo-0000662236
wfo-0000662415	Echinopsis	wilkensii		Accepted	
wfo-0000662416	Echinopsis	yungasensis		Synonym	wfo-0001434693
wfo-0000662417	Echinopsis	yuquina		Synonym	wfo-0001289761
wfo-0000662418	Echinopsis	zuccarinii		Synonym	wfo-0000662236
wfo-0000663284	Efossus	albatus		Synonym	wfo-0001256506
wfo-0000663285	Efossus	anfractuosus		Synonym	wfo-0001434151
wfo-0000663286	Efossus	arrigens		Synonym	wfo-0001434152
wfo-0000663287	Efossus	confusus		Synonym	wfo-0001434159
wfo-0000663288	Efossus	coptonogonus		Synonym	wfo-0001434155
wfo-0000663289	Efossus	crispatus		Synonym	wfo-0001434156
wfo-0000663290	Efossus	dichroacanthus		Synonym	wfo-0001286298
wfo-0000663291	Efossus	gladiatus		Synonym	wfo-0001256505
wfo-0000663292	Efossus	grandicornis		Synonym	wfo-0001434156
wfo-0000663293	Efossus	hastatus		Synonym	wfo-0001434159
wfo-0000663295	Efossus	heteracanthus		Synonym	wfo-0001434158
wfo-0000663296	Efossus	lamellosus		Synonym	wfo-0001434159
wfo-0000663297	Efossus	lancifer		Synonym	wfo-0001286308
wfo-0000663298	Efossus	lloydii		Synonym	wfo-0001286310
wfo-0000663299	Efossus	multicostatus		Synonym	wfo-0001256501
wfo-0000663300	Efossus	obvallatus		Synonym	wfo-0001434160
wfo-0000663301	Efossus	pentacanthus		Synonym	wfo-0001434161
wfo-0000663302	Efossus	phyllacanthus		Synonym	wfo-0001434163
wfo-0000663303	Efossus	tricuspidatus		Synonym	wfo-0001434163
wfo-0000663304	Efossus	violaciflorus		Synonym	wfo-0001286300
wfo-0000663306	Efossus	wippermannii		Synonym	wfo-0001434166
wfo-0000663307	Efossus	zacatecasensis		Synonym	wfo-0001286310
wfo-0000667202	Emorycactus	parryi		Synonym	wfo-0001431207
wfo-0000667203	Emorycactus	polycephalus		Synonym	wfo-0001431208
wfo-0000667204	Emorycactus	xeranthemoides		Synonym	wfo-0001431209
wfo-0000667481	Encephalocarpus	strobiliformis		Synonym	wfo-0001287043
wfo-0000668263	Eomatucana	madisoniorum		Synonym	wfo-0001287925
wfo-0000668264	Eomatucana	oreodoxa		Synonym	wfo-0001289176
wfo-0000670134	Epinicereus	cooperi		Accepted	
wfo-0000670136	Epiphyllanthus	candidus		Synonym	wfo-0000439188
wfo-0000670137	Epiphyllanthus	microsphaericus		Synonym	wfo-0000439188
wfo-0000670138	Epiphyllanthus	obovatus		Synonym	wfo-0000439196
wfo-0000670139	Epiphyllanthus	obtusangulus		Synonym	wfo-0000439188
wfo-0000670140	Epiphyllanthus	opuntioides		Synonym	wfo-0000439196
wfo-0000670143	Epiphyllopsis	gaertneri	tiburtii	Synonym	wfo-0001433963
wfo-0000670144	Epiphyllum	ackermannii		Synonym	wfo-0000652208
wfo-0000670145	Epiphyllum	ackermannii	candidum	Synonym	wfo-0001271804
wfo-0000670146	Epiphyllum	acuminatum		Synonym	wfo-0000670203
wfo-0000670147	Epiphyllum	alatum		Synonym	wfo-0001257242
wfo-0000670148	Epiphyllum	altensteinii		Synonym	wfo-0000439199
