taxonID	genus	specificEpithet	infraspecificEpithet	taxonomicStatus	acceptedNameUsageID
wfo-0000135353	Bridgesia	echinopsoides		Unchecked	
wfo-0000356382	Krainzia	crinita		Synonym	wfo-0001288745
wfo-0000356383	Krainzia	schwarzii		Synonym	wfo-0001256403
wfo-0000356385	Krainzia	densispina		Synonym	wfo-0001288758
wfo-0000356386	Krainzia	elongata		Synonym	wfo-0001288776
wfo-0000356387	Krainzia	erythrosperma		Synonym	wfo-0001255919
wfo-0000356388	Krainzia	gracilis		Synonym	wfo-0001256427
wfo-0000356389	Krainzia	guelzowiana		Synonym	wfo-0001430476
wfo-0000356390	Krainzia	microhelia		Synonym	wfo-0001288319
wfo-0000356391	Krainzia	decipiens		Synonym	wfo-0001288756
wfo-0000356401	Krainzia	tepexicensis		Synonym	wfo-0001432032
wfo-0000356429	Krainzia	pottsii		Synonym	wfo-0001287102
wfo-0000357927	Lobivia	conoidea		Synonym	wfo-0001430116
wfo-0000357934	Lagenosocereus	luetzelburgii		Synonym	wfo-1000061034
wfo-0000357936	Lobivia	bonnieae		Synonym	wfo-0001433961
wfo-0000357937	Lobivia	breviflora		Synonym	wfo-0000661987
wfo-0000357939	Lobivia	chrysantha	vatteri	Synonym	wfo-0000662192
wfo-0000357941	Lobivia	chereauniana		Synonym	wfo-0001245594
wfo-0000357943	Lobivia	chrysantha		Synonym	wfo-0000662025
wfo-0000357944	Lobivia	graulichii		Synonym	wfo-0001431307
wfo-0000357946	Lobivia	haagei	crassa	Synonym	wfo-0001430169
wfo-0000357948	Lobivia	columnaris		Synonym	wfo-0001430116
wfo-0000357952	Lobivia	grandiflora		Synonym	wfo-0001434129
wfo-0000357956	Lobivia	haematantha	jasimanensis	Synonym	wfo-0000662129
wfo-0000357958	Lobivia	elongata		Synonym	wfo-0000662129
wfo-0000357959	Lobivia	duursmaiana		Accepted	
wfo-0000357961	Lobivia	cornula		Unchecked	
wfo-0000357962	Lobivia	costata		Synonym	wfo-0001430169
wfo-0000357964	Lobivia	ducis-pauli		Synonym	wfo-0000641586
wfo-0000357965	Lobivia	cylindrica		Synonym	wfo-0000661962
wfo-0000357966	Lobivia	ducis-pauli		Unchecked	
wfo-0000357967	Lobivia	dragai		Unchecked	
wfo-0000357969	Lobivia	cylindracea		Synonym	wfo-0000661969
wfo-0000357970	Lobivia	formosa		Synonym	wfo-0000438996
wfo-0000357971	Lobivia	fallax		Synonym	wfo-0000661969
wfo-0000357977	Lepismium	fluminense		Synonym	wfo-0000399679
wfo-0000357978	Lepismium	dissimile		Synonym	wfo-0000399700
wfo-0000357979	Lepismium	duprei		Synonym	wfo-0000357990
wfo-0000357981	Lepismium	houlletianum		Accepted	
wfo-0000357983	Lepismium	alternatum		Synonym	wfo-0000399666
wfo-0000357984	Lepismium	anceps		Synonym	wfo-0000357990
wfo-0000357985	Rhipsalis	cavernosa		Synonym	wfo-0000357990
wfo-0000357986	Lepismium	chrysanthum		Synonym	wfo-0000399700
wfo-0000357987	Lepismium	chrysocarpum		Synonym	wfo-0000399774
wfo-0000357989	Lepismium	commune		Synonym	wfo-0000357990
wfo-0000357990	Lepismium	cruciforme		Accepted	
wfo-0000357991	Lepismium	knightii		Synonym	wfo-0000357990
wfo-0000357993	Lepismium	lumbricoides		Accepted	
wfo-0000357994	Lepismium	marnierianum		Synonym	wfo-0000399700
wfo-0000357995	Lemaireocereus	gladiger		Unchecked	
wfo-0000357996	Lemaireocereus	griseus		Synonym	wfo-0000438960
wfo-0000357998	Lemaireocereus	matucanensis		Synonym	wfo-0001289179
wfo-0000357999	Lemaireocereus	eichlamii		Synonym	wfo-0000369322
wfo-0000358001	Lemaireocereus	aragonii		Synonym	wfo-0000369322
wfo-0000358002	Lemaireocereus	bavosus		Synonym	wfo-0001257457
wfo-0000358004	Lemaireocereus	deficiens		Synonym	wfo-0000438960
wfo-0000358005	Lemaireocereus	mieckleyanus		Synonym	wfo-0000358086
wfo-0000358007	Leocereus	paulensis		Synonym	wfo-0000614654
wfo-0000358008	Leocereus	squamosus		Synonym	wfo-0000684586
wfo-0000358010	Leocereus	estevesii		Synonym	wfo-1000061038
wfo-0000358011	Lemaireocereus	pruinosus		Synonym	wfo-0000439028
wfo-0000358012	Lemaireocereus	queretarensis		Synonym	wfo-0000439435
wfo-0000358015	Lemaireocereus	schumannii		Synonym	wfo-0000369322
wfo-0000358016	Lemaireocereus	weberi		Synonym	wfo-0000398357
wfo-0000358017	Lemaireocereus	setispinus		Synonym	wfo-0000594769
wfo-0000358019	Lobivia	albolanata		Synonym	wfo-0000662045
wfo-0000358021	Loxanthocereus	erigens		Synonym	wfo-0000569382
wfo-0000358029	Lobivia	albicentra		Accepted	
wfo-0000358030	Leptocladia	viperina		Synonym	wfo-0001256411
wfo-0000358031	Leptocladodia	elongata		Synonym	wfo-0001288776
wfo-0000358032	Leptocladodia	microhelia		Synonym	wfo-0001288319
wfo-0000358033	Leptocladodia	microheliopsis		Synonym	wfo-0001288319
wfo-0000358034	Leptocladodia	sphacelata		Synonym	wfo-0001288973
wfo-0000358035	Lobivia	acanthoplegma		Synonym	wfo-0001260459
wfo-0000358038	Leptocladodia	viperina		Synonym	wfo-0001256411
wfo-0000358040	Lobivia	backebergiana		Synonym	wfo-0001287929
wfo-0000358042	Lobivia	amblayensis		Synonym	wfo-0000662129
wfo-0000358043	Lobivia	amblayensis	albispina	Synonym	wfo-0000662129
wfo-0000358044	Lobivia	areopegon		Unchecked	
wfo-0000358046	Leptocladia	mieheana		Synonym	wfo-0001256270
wfo-0000358048	Lepismium	rigidum		Synonym	wfo-0000399700
wfo-0000358049	Lepismium	pacheco-leonis		Synonym	wfo-0001223735
wfo-0000358050	Lepismium	paradoxum		Synonym	wfo-0000399666
wfo-0000358051	Lepismium	pittieri		Synonym	wfo-0000399668
wfo-0000358052	Lepismium	ramosissimum		Synonym	wfo-0000357990
wfo-0000358053	Lepismium	saxatile		Synonym	wfo-0000399700
wfo-0000358056	Lepismium	tenue		Synonym	wfo-0000357990
wfo-0000358057	Lepismium	vollii		Synonym	wfo-0000357990
wfo-0000358058	Lepismium	puniceodiscum		Synonym	wfo-0000399774
wfo-0000358059	Lepismium	neves-armondii		Synonym	wfo-0000399673
wfo-0000358060	Lepismium	myosurus		Synonym	wfo-0000357990
wfo-0000358061	Lepismium	megalanthum		Synonym	wfo-0001434005
wfo-0000358063	Leptocereus	arboreus		Accepted	
wfo-0000358064	Leptocereus	prostratus		Accepted	
wfo-0000358065	Leptocereus	santamarinae		Synonym	wfo-0000358067
wfo-0000358066	Leptocereus	scopulophilus		Accepted	
wfo-0000358067	Leptocereus	sylvestris		Accepted	
wfo-0000358068	Lepismium	warmingianum		Accepted	
wfo-0000358070	Leptocereus	wrightii		Accepted	
wfo-0000358071	Leptocereus	leonii		Accepted	
wfo-0000358072	Leptocladia	echinaria		Synonym	wfo-0001255918
wfo-0000358073	Leptocladia	leona		Synonym	wfo-0001287102
wfo-0000358074	Leptocladia	microhelia		Synonym	wfo-0001288319
wfo-0000358075	Leptocladia	microheliopsis		Synonym	wfo-0001288319
wfo-0000358077	Leptocereus	carinatus		Accepted	
wfo-0000358078	Leptocereus	grantianus		Accepted	
wfo-0000358079	Leptocereus	maxonii		Accepted	
wfo-0000358081	Lobivia	aurea		Synonym	wfo-0000661962
wfo-0000358082	Lophocereus	sargentianus		Synonym	wfo-0000358086
wfo-0000358083	Lodia	mandragora		Synonym	wfo-0000398898
wfo-0000358085	Lophocereus	mieckleyanus		Synonym	wfo-0000358086
wfo-0000358086	Lophocereus	schottii		Accepted	
wfo-0000358087	Lobivia	watadae		Unchecked	
wfo-0000358088	Lophocereus	mieckleyanus		Synonym	wfo-0000358086
wfo-0000358090	Lobivia	wilkeae		Synonym	wfo-0001264606
wfo-0000358093	Loxanthocereus	canetensis		Synonym	wfo-0000569382
wfo-0000358095	Lophophora	echinata		Synonym	wfo-0001287424
wfo-0000358096	Lophophora	fricii		Accepted	
wfo-0000358097	Lophophora	jourdaniana		Synonym	wfo-0001287424
wfo-0000358098	Lophophora	lutea		Synonym	wfo-0001287424
wfo-0000358099	Lophophora	pluricostata		Synonym	wfo-0001287424
wfo-0000358102	Lophophora	pentagona		Synonym	wfo-0001287424
wfo-0000358104	Lobivia	steinmannii	leucacantha	Synonym	wfo-0001430169
wfo-0000358105	Lobivia	steinmannii	major	Synonym	wfo-0001430169
wfo-0000358106	Lobivia	steinmannii	parvula	Synonym	wfo-0001430169
wfo-0000358107	Lobivia	steinmannii	applanata	Synonym	wfo-0001430169
wfo-0000358108	Lobivia	steinmannii	tuberculata	Synonym	wfo-0001430169
wfo-0000358109	Lobivia	sublimiflora		Synonym	wfo-0000662045
wfo-0000358111	Lobivia	steinmannii	melanocentra	Synonym	wfo-0001430169
wfo-0000358113	Lobivia	staffenii		Synonym	wfo-0000662025
wfo-0000358114	Lobivia	vanurkiana		Unchecked	
wfo-0000358116	Lobivia	vatteri		Synonym	wfo-0000662192
wfo-0000358118	Lobivia	tuberculosa		Accepted	
wfo-0000358119	Lobivia	thionantha		Synonym	wfo-0000513071
wfo-0000358156	Loxanthocereus	eulalianus		Synonym	wfo-0000569382
wfo-0000358165	Lymanbensonia	crenata		Accepted	
wfo-0000358172	Lobivia	matuzawae		Unchecked	
wfo-0000358175	Lobivia	marsoneri		Synonym	wfo-0000662192
wfo-0000358177	Lobivia	leucomalla		Synonym	wfo-0001434757
wfo-0000358178	Lobivia	mirabunda		Synonym	wfo-0000662129
wfo-0000358180	Lobivia	multicostata		Synonym	wfo-0001287710
wfo-0000358181	Lobivia	nealeana		Synonym	wfo-0001430441
wfo-0000358183	Lobivia	nigrispina		Synonym	wfo-0001430169
wfo-0000358184	Lobivia	napina		Unchecked	
wfo-0000358186	Lobivia	megatae		Unchecked	
wfo-0000358187	Lobivia	hossei		Synonym	wfo-0000662146
wfo-0000358188	Lobivia	hualfinensis		Synonym	wfo-0000662129
wfo-0000358190	Lobivia	huascha		Synonym	wfo-0001434132
wfo-0000358191	Lobivia	huascha	robusta	Synonym	wfo-0001434690
wfo-0000358193	Lobivia	horrida		Synonym	wfo-0001245599
wfo-0000358195	Lobivia	klimpeliana		Synonym	wfo-0000513066
wfo-0000358197	Lobivia	janseniana		Unchecked	
wfo-0000358198	Lobivia	klusacekii		Synonym	wfo-0000662025
wfo-0000358199	Lobivia	korethroides		Synonym	wfo-0001434688
wfo-0000358201	Lobivia	kreuzingeri		Synonym	wfo-0000662045
wfo-0000358202	Lobivia	kuehnrichii		Synonym	wfo-0000662129
wfo-0000358203	Lobivia	katagirii		Unchecked	
wfo-0000358204	Lobivia	hystrichacantha		Unchecked	
wfo-0000358205	Lobivia	ikedae		Unchecked	
wfo-0000358208	Lobivia	jajoana	vatteri	Synonym	wfo-0000662192
wfo-0000358209	Lobivia	jajoiana		Synonym	wfo-0001430813
wfo-0000358211	Lobivia	ruberrima		Unchecked	
wfo-0000358213	Lobivia	nigrostoma		Synonym	wfo-0000662192
wfo-0000358215	Lobivia	pygmaea	polypetala	Synonym	wfo-0001430169
wfo-0000358216	Lobivia	pygmaea	tafnaensis	Synonym	wfo-0001430169
wfo-0000358217	Lobivia	pygmaea	violaceostaminata	Synonym	wfo-0001430169
wfo-0000358218	Lobivia	rowleyi		Unchecked	
wfo-0000358219	Lobivia	rigidispina		Unchecked	
wfo-0000358222	Lobivia	schmiedcheniana		Synonym	wfo-0001430116
wfo-0000358225	Lobivia	pygmaea	knizei	Synonym	wfo-0001430169
wfo-0000358227	Lobivia	oreopepon		Synonym	wfo-0000438996
wfo-0000358228	Lobivia	oreopogon		Synonym	wfo-0000438996
wfo-0000358229	Lobivia	otukae		Unchecked	
wfo-0000358233	Lobivia	pachyacantha		Synonym	wfo-0001245599
wfo-0000358234	Lobivia	purpurea		Accepted	
wfo-0000358235	Lobivia	pugionacantha	haemantha	Synonym	wfo-0001431608
wfo-0000358237	Lobivia	purpureominiata		Synonym	wfo-0001434132
wfo-0000358239	Lobivia	polaskiana		Synonym	wfo-0000662025
wfo-0000358240	Lobivia	polaskiana		Synonym	wfo-0000662025
wfo-0000358241	Lobivia	polyantha		Unchecked	
wfo-0000358243	Lobivia	potosina		Synonym	wfo-0001245599
wfo-0000367448	Lobivia	xanthocarpa		Synonym	wfo-0000399849
wfo-0000367454	Lobivia	violaciflora		Synonym	wfo-0000399849
wfo-0000367457	Lobivia	senilis		Synonym	wfo-0000399849
wfo-0000367473	Lobivia	aureiflora		Synonym	wfo-0001430116
wfo-0000367480	Lobivia	chrysacantha		Synonym	wfo-0000399849
wfo-0000367501	Lobivia	laui		Synonym	wfo-0001287708
wfo-0000367506	Lobivia	knuthiana		Synonym	wfo-0001287462
wfo-0000367508	Lobivia	minuscula		Synonym	wfo-0000399849
wfo-0000367509	Lobivia	longiseta		Synonym	wfo-0001430116
wfo-0000367515	Lobivia	erosa		Unchecked	
wfo-0000367534	Lemaireocereus	eburneus		Synonym	wfo-0000438960
wfo-0000367564	Lactomamillara	aselliformoides		Accepted	
wfo-0000367590	Leptocladia	sphacelata		Synonym	wfo-0001288973
wfo-0000367706	Lophocereus	melanurus		Unchecked	
wfo-0000367707	Lophocereus	schottii	tenuis	Synonym	wfo-0000358086
wfo-0000367709	Lophocereus	schottii	spiralis	Synonym	wfo-0000358086
wfo-0000367710	Lophocereus	schottii	mieckleyanus	Synonym	wfo-0000358086
wfo-0000367711	Lophocereus	glaziovii		Unchecked	
wfo-0000367712	Lophocereus	bahiensis		Unchecked	
wfo-0000367714	Lophocereus	schottii	monstrosus	Synonym	wfo-0000358086
wfo-0000367717	Lophophora	williamsii	pluricostata	Synonym	wfo-0001287424
wfo-0000367718	Lophophora	williamsii	pentagona	Synonym	wfo-0001287424
wfo-0000367922	Mammillaria	crinigera		Unchecked	
wfo-0000367924	Mammillaria	denudata		Synonym	wfo-0001287096
wfo-0000368917	Maihueniopsis	atacamensis		Accepted	
wfo-0000368919	Maihueniopsis	camachoi		Accepted	
wfo-0000368934	Maihuenia	valentini		Synonym	wfo-0000368960
wfo-0000368953	Maihuenia	brachydelphys		Synonym	wfo-0000368960
wfo-0000368955	Maihuenia	albolanata		Synonym	wfo-0000368960
wfo-0000368957	Maihuenia	andicola		Synonym	wfo-0000368960
wfo-0000368958	Maihuenia	cumulata		Synonym	wfo-0000368960
wfo-0000368959	Maihuenia	latispina		Synonym	wfo-0000368960
wfo-0000368960	Maihuenia	patagonica		Accepted	
wfo-0000368962	Maihuenia	poeppigii		Accepted	
wfo-0000368963	Maihuenia	tehuelches		Synonym	wfo-0000368960
wfo-0000368964	Maihuenia	albolanata	viridulispina	Synonym	wfo-0000368960
wfo-0000369095	Mammillaria	parvissima		Synonym	wfo-0001256345
wfo-0000369096	Mammillaria	parensis		Synonym	wfo-0001288927
wfo-0000369098	Mammillaria	parmentieri		Synonym	wfo-0001288830
wfo-0000369099	Mammillaria	patonii		Synonym	wfo-0001302738
wfo-0000369100	Mammillaria	pazzanii		Synonym	wfo-0001247809
wfo-0000369101	Mammillaria	peacockii		Synonym	wfo-0001288813
wfo-0000369103	Mammillaria	parrasensis		Synonym	wfo-0001287092
wfo-0000369105	Mammillaria	pachytele		Synonym	wfo-0001247809
wfo-0000369106	Mammillaria	pachythele		Unchecked	
wfo-0000369107	Mammillaria	pacifica		Synonym	wfo-0001256328
wfo-0000369114	Mammillaria	nagliana		Synonym	wfo-0001256227
wfo-0000369115	Mammillaria	perote		Synonym	wfo-0001288813
wfo-0000369117	Mammillaria	pfeifferi		Synonym	wfo-0001288945
wfo-0000369118	Mammillaria	perpusilla		Synonym	wfo-0001256345
wfo-0000369119	Mammillaria	perringii		Synonym	wfo-0001288872
wfo-0000369122	Mammillaria	neoschwarzeana		Synonym	wfo-0001248210
wfo-0000369123	Mammillaria	neumannii		Unchecked	
wfo-0000369124	Mammillaria	nicholsonii		Unchecked	
wfo-0000369126	Mammillaria	nelsonii		Synonym	wfo-0001288717
wfo-0000369128	Mammillaria	nazasensis		Synonym	wfo-0001256324
wfo-0000369129	Mammillaria	neglecta		Synonym	wfo-0001288945
wfo-0000369130	Mammillaria	neopotosina		Synonym	wfo-0001288872
wfo-0000369131	Mammillaria	neophaeacantha		Synonym	wfo-0001256335
wfo-0000369132	Mammillaria	neobertrandiana		Synonym	wfo-0001287096
wfo-0000369133	Mammillaria	neocoronaria		Synonym	wfo-0001288977
wfo-0000369134	Mammillaria	neocrucigera		Synonym	wfo-0001288898
wfo-0000369136	Mammillaria	neomystax		Synonym	wfo-0001256226
wfo-0000369137	Mammillaria	nolascana		Unchecked	
wfo-0000369138	Mammillaria	odehnalii		Synonym	wfo-0001256334
wfo-0000369139	Mammillaria	oettingenii		Synonym	wfo-0001287024
wfo-0000369140	Mammillaria	olivacea		Synonym	wfo-0001288945
wfo-0000369143	Mammillaria	noureddineana		Synonym	wfo-0000369242
wfo-0000369144	Mammillaria	nuda		Synonym	wfo-0001286978
wfo-0000369145	Mammillaria	nuttallii		Synonym	wfo-0001302760
wfo-0000369146	Mammillaria	ocotillensis		Synonym	wfo-0001256136
wfo-0000369148	Mammillaria	picturata		Unchecked	
wfo-0000369149	Mammillaria	roemeri		Synonym	wfo-0001256131
wfo-0000369150	Mammillaria	rigidispina		Synonym	wfo-0001286978
wfo-0000369152	Mammillaria	rioverdensis		Synonym	wfo-0001247809
wfo-0000369153	Mammillaria	rosensis		Synonym	wfo-0001288898
wfo-0000369155	Mammillaria	robusta		Synonym	wfo-0001288945
wfo-0000369156	Mammillaria	rhodacantha		Synonym	wfo-0001288830
wfo-0000369157	Mammillaria	rekoiana		Synonym	wfo-0001256348
wfo-0000369159	Mammillaria	rossiana		Synonym	wfo-0001288323
wfo-0000369161	Mammillaria	roseocentra		Unchecked	
wfo-0000369162	Mammillaria	saetigera		Synonym	wfo-0001248755
wfo-0000369163	Mammillaria	saffordii		Synonym	wfo-0001255875
wfo-0000369164	Mammillaria	saint-pieana		Synonym	wfo-0001256136
wfo-0000369166	Mammillaria	salmiana		Unchecked	
wfo-0000369167	Mammillaria	saltillensis		Unchecked	
wfo-0000369168	Mammillaria	rubida		Synonym	wfo-0001248210
wfo-0000369169	Mammillaria	ruestii		Synonym	wfo-0000369893
wfo-0000369171	Mammillaria	rufidula		Accepted	
wfo-0000369172	Mammillaria	russea		Synonym	wfo-0001288945
wfo-0000369174	Mammillaria	porphyracantha		Synonym	wfo-0001288765
wfo-0000369175	Mammillaria	poselgeriana		Synonym	wfo-0001288977
wfo-0000369176	Mammillaria	polychlora		Synonym	wfo-0001288872
wfo-0000369178	Mammillaria	posseltiana		Synonym	wfo-0001256354
wfo-0000369179	Mammillaria	pilensis		Synonym	wfo-0001256329
wfo-0000369180	Mammillaria	pilensis		Synonym	wfo-0001256329
wfo-0000369182	Mammillaria	plinthimorpha		Synonym	wfo-0001287024
wfo-0000369183	Mammillaria	polyactina		Synonym	wfo-0001288977
wfo-0000369184	Mammillaria	polycantha		Synonym	wfo-0001288977
wfo-0000369186	Mammillaria	radleana		Synonym	wfo-0000613665
wfo-0000369187	Mammillaria	radula		Synonym	wfo-0001288945
wfo-0000369188	Mammillaria	ramosissima		Synonym	wfo-0001302768
wfo-0000369189	Mammillaria	raphidacantha		Synonym	wfo-0000623219
wfo-0000369191	Mammillaria	priessnitzii		Synonym	wfo-0001247809
wfo-0000369192	Mammillaria	recta		Synonym	wfo-0001288800
wfo-0000369193	Mammillaria	radians		Synonym	wfo-0000623231
wfo-0000369194	Mammillaria	recurva		Synonym	wfo-0001247809
wfo-0000369195	Mammillaria	rayonesensis		Synonym	wfo-0001256334
wfo-0000369198	Mammillaria	pruinosa		Synonym	wfo-0001288977
wfo-0000369201	Mammillaria	leucodasys		Accepted	
wfo-0000369202	Mammillaria	leptacantha		Synonym	wfo-0001256353
wfo-0000369203	Mammillaria	leucocarpa		Synonym	wfo-0001288875
wfo-0000369204	Mammillaria	leucocephala		Synonym	wfo-0001288800
wfo-0000369206	Mammillaria	luthieniae		Synonym	wfo-0000613654
wfo-0000369207	Mammillaria	leucacantha		Synonym	wfo-0000623330
wfo-0000369208	Mammillaria	lesaunieri		Accepted	
wfo-0000369210	Mammillaria	lengdobleriana		Synonym	wfo-0001287096
wfo-0000369211	Mammillaria	longispina		Synonym	wfo-0001286978
wfo-0000369213	Mammillaria	leucocephala		Unchecked	
wfo-0000369215	Mammillaria	lhuajuapensis		Unchecked	
wfo-0000369216	Mammillaria	lindheimeri		Synonym	wfo-0001287092
wfo-0000369218	Mammillaria	linkei		Synonym	wfo-0001288968
wfo-0000369219	Mammillaria	joossensiana		Unchecked	
wfo-0000369221	Mammillaria	isotensis		Synonym	wfo-0001255859
wfo-0000369222	Mammillaria	jalappensis		Synonym	wfo-0001288830
wfo-0000369223	Mammillaria	intricata		Unchecked	
wfo-0000369224	Mammillaria	karstenii		Unchecked	
wfo-0000369226	Mammillaria	jamaicensis		Synonym	wfo-0000369893
wfo-0000369227	Mammillaria	inconspicua		Synonym	wfo-0001430470
wfo-0000369229	Mammillaria	igualensis		Synonym	wfo-0001255847
wfo-0000369230	Mammillaria	imbricata		Synonym	wfo-0001288945
wfo-0000369231	Mammillaria	impexicoma		Synonym	wfo-0000623231
wfo-0000369233	Mammillaria	inuncta		Synonym	wfo-0001288945
wfo-0000369234	Mammillaria	infernillensis		Synonym	wfo-0001286977
wfo-0000369235	Mammillaria	ingens		Synonym	wfo-0001256337
wfo-0000369236	Mammillaria	karwinskii		Synonym	wfo-0001288830
wfo-0000369238	Mammillaria	kupcakii		Synonym	wfo-0001287096
wfo-0000369239	Mammillaria	laeta		Synonym	wfo-0001287097
wfo-0000369240	Mammillaria	lamprochaeta		Unchecked	
wfo-0000369241	Mammillaria	kuentziana		Synonym	wfo-0001256426
wfo-0000369242	Mammillaria	lanigera		Accepted	
wfo-0000369245	Mammillaria	laneusumma		Synonym	wfo-0001256418
wfo-0000369246	Mammillaria	knebeliana		Synonym	wfo-0001288719
wfo-0000369247	Mammillaria	kelleriana		Synonym	wfo-0001256335
wfo-0000369249	Mammillaria	kleiniorum		Synonym	wfo-0001434882
wfo-0000369250	Mammillaria	kleinschmidtiana		Synonym	wfo-0001287024
wfo-0000369251	Mammillaria	krasuckae		Synonym	wfo-0001256348
wfo-0000369252	Mammillaria	krauseana		Synonym	wfo-0001247809
wfo-0000369254	Mammillaria	miqueliana		Unchecked	
wfo-0000369255	Mammillaria	monancistria		Synonym	wfo-0001256273
wfo-0000369256	Mammillaria	mixtecensis		Synonym	wfo-0001288875
wfo-0000369258	Mammillaria	mollihamata		Synonym	wfo-0001255885
wfo-0000369259	Mammillaria	monancistracantha		Synonym	wfo-0001256273
wfo-0000369260	Mammillaria	lutescens		Unchecked	
wfo-0000369262	Mammillaria	microthele		Unchecked	
wfo-0000369263	Mammillaria	microthele		Synonym	wfo-0000369283
wfo-0000369264	Mammillaria	microthele		Synonym	wfo-0001431937
wfo-0000369266	Mammillaria	monocentra		Unchecked	
wfo-0000369267	Mammillaria	multicentralis		Unchecked	
wfo-0000369268	Mammillaria	multiformis		Synonym	wfo-0001255919
wfo-0000369269	Mammillaria	monancistria		Synonym	wfo-0001255887
wfo-0000369271	Mammillaria	multimamma		Synonym	wfo-0001286978
wfo-0000369272	Mammillaria	multiradiata		Unchecked	
wfo-0000369273	Mammillaria	montensis		Synonym	wfo-0001256418
wfo-0000369275	Mammillaria	monticola		Synonym	wfo-0001255847
wfo-0000369276	Mammillaria	movensis		Synonym	wfo-0001256409
wfo-0000369278	Mammillaria	villosa		Unchecked	
wfo-0000369279	Mammillaria	marnieriana		Synonym	wfo-0000613671
wfo-0000369280	Mammillaria	marshalliana		Synonym	wfo-0001256328
wfo-0000369281	Mammillaria	martinezii		Synonym	wfo-0001288990
wfo-0000369283	Mammillaria	mammillaris		Accepted	
wfo-0000369284	Mammillaria	mayensis		Synonym	wfo-0001256418
wfo-0000369287	Mammillaria	macdowellii		Synonym	wfo-0001256136
wfo-0000369288	Mammillaria	machucae		Synonym	wfo-0001256320
wfo-0000369289	Mammillaria	macrantha		Synonym	wfo-0001247809
wfo-0000369290	Mammillaria	macrothele		Synonym	wfo-0000623330
wfo-0000369291	Mammillaria	maelenii		Synonym	wfo-0001256540
wfo-0000369293	Mammillaria	malletiana		Synonym	wfo-0001288830
wfo-0000369294	Mammillaria	meschalacantha		Synonym	wfo-0001288875
wfo-0000369296	Mammillaria	micrantha		Synonym	wfo-0000369283
wfo-0000369299	Mammillaria	melanacantha		Unchecked	
wfo-0000369300	Mammillaria	melilotiae		Synonym	wfo-0000613654
wfo-0000369301	Mammillaria	melispina		Unchecked	
wfo-0000369302	Mammillaria	mendeliana		Synonym	wfo-0001248755
wfo-0000369303	Mammillaria	sanjuanensis		Synonym	wfo-0001256348
wfo-0000369305	Mammillaria	wuthenauiana		Synonym	wfo-0001256320
wfo-0000369306	Mammillaria	xanthina		Synonym	wfo-0001256418
wfo-0000369307	Mammillaria	williamsii		Synonym	wfo-0001287424
wfo-0000369308	Mammillaria	xochipilli		Synonym	wfo-0001256335
wfo-0000369310	Mammillaria	yucatanensis		Synonym	wfo-0000369893
wfo-0000369311	Mammillaria	zahniana		Synonym	wfo-0001256435
wfo-0000369312	Mammillaria	werdermanii		Unchecked	
wfo-0000369313	Melocactus	approximatus		Synonym	wfo-0001289744
wfo-0000369315	Melocactus	arcuatus		Synonym	wfo-0001289744
wfo-0000369316	Melocactus	argenteus		Synonym	wfo-0001289744
wfo-0000369318	Marniera	macroptera		Synonym	wfo-0000670197
wfo-0000369319	Mammillaria	zapilotensis		Synonym	wfo-0001256143
wfo-0000369320	Marniera	chrysocardia		Synonym	wfo-0000670160
wfo-0000369322	Marshallocereus	aragonii		Accepted	
wfo-0000369323	Mammillaria	zephyranthiflora		Synonym	wfo-0001289018
wfo-0000369327	Melocactus	angusticostatus		Synonym	wfo-0001289744
wfo-0000369328	Mediocactus	extensus		Synonym	wfo-0001260310
wfo-0000369330	Mediocactus	setaceus		Synonym	wfo-0000735266
wfo-0000369331	Mediocactus	hassleri		Synonym	wfo-0000735266
wfo-0000369332	Mediocactus	inermis		Synonym	wfo-0000438955
wfo-0000369333	Mediocactus	lindmanii		Synonym	wfo-0000735266
wfo-0000369334	Melocactus	appropinquatus		Synonym	wfo-0001289744
wfo-0000369337	Mediocactus	spinulosus		Synonym	wfo-0000438962
wfo-0000369338	Melocactus	acuatus		Synonym	wfo-0001256018
wfo-0000369339	Melocactus	albicephalus		Synonym	wfo-0001254884
wfo-0000369341	Mediocactus	murrillii		Synonym	wfo-0000438937
wfo-0000369342	Melocactus	ambiguus		Synonym	wfo-0001430008
wfo-0000369343	Melocactus	andinus		Accepted	
wfo-0000369344	Melocactus	albispinus		Synonym	wfo-0001289744
wfo-0000369346	Mediolobivia	boedekeriana		Synonym	wfo-0001430116
wfo-0000369347	Mediocactus	tricae		Synonym	wfo-0000438958
wfo-0000369348	Mediocactus	vagans		Synonym	wfo-0000438967
wfo-0000369349	Mediocactus	wercklei		Synonym	wfo-0000438955
wfo-0000369350	Mediolobivia	auranitida		Synonym	wfo-0001430116
wfo-0000369351	Mediolobivia	blossfeldii		Synonym	wfo-0001430116
wfo-0000369354	Mediolobivia	columnaris		Synonym	wfo-0001430116
wfo-0000369355	Mediolobivia	conoidea		Synonym	wfo-0001430116
wfo-0000369356	Mediolobivia	costata		Synonym	wfo-0001430169
wfo-0000369357	Melocactus	bradypus		Synonym	wfo-0000594770
wfo-0000369358	Melocactus	besleri		Synonym	wfo-0000651996
wfo-0000369360	Melocactus	besleri-affinis		Synonym	wfo-0000686307
wfo-0000369361	Melocactus	calderanus		Unchecked	
wfo-0000369362	Melocactus	bradleyi		Synonym	wfo-0001287105
